EMPLOYER_NAME,SOC_NAME,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,WAGE_RATE_OF_PAY_FROM,CASE_STATUS,diff_wage_prevailing
KASTECH SOLUTIONS LLC,COMPUTER OCCUPATION,1,1,63274,65000,CERTIFIED,1726
FARA INC,COMPUTER OCCUPATION,1,1,85779,86000,CERTIFIED,221
INDIANA UNIV PURDUE UNIV INDIANAPOLIS,COMPUTER OCCUPATION,1,1,48917,60520,CERTIFIED,11603
TECHTRUEUP LLC,FINANCE,1,1,62962,72000,CERTIFIED,9038
FAMILIA DEVELOPMENT LLC,COMPUTER OCCUPATION,1,1,55515,117000,CERTIFIED,61485
CAPGEMINI AMERICA INC,ANALYSTS,2,1,58282,60000,CERTIFIED,1718
DELOITTE TAX LLP,ENGINEERS,15,1,57512,57512,CERTIFIED,0
VIASAT INC,COMPUTER OCCUPATION,1,1,103355,110000,CERTIFIED,6645
TECHNOLABS INC,COMPUTER OCCUPATION,1,1,68827,68827,CERTIFIED,0
NATIONAL RADIO ASTRONOMY OBSERVATORY,COMPUTER OCCUPATION,1,1,49296,63138,CERTIFIED,13842
BARTELS MOTORCYCLE ENTERPRISES INC,ANALYSTS,1,1,55307,64376,CERTIFIED,9069
LAW OFFICES OF GEORGE L YOUNG,COMPUTER OCCUPATION,1,1,28933,30000,CERTIFIED,1067
DELOITTE CONSULTING LLP,COMPUTER OCCUPATION,15,1,80517,104000,CERTIFIED,23483
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,84240,84240,CERTIFIED,0
HSA BANK A DIVISION OF WEBSTER BANK NA,COMPUTER OCCUPATION,1,1,82555,95000,CERTIFIED,12445
VISTA APPLIED SOLUTIONS GROUP INC,LOGISTICIANS,1,1,63398,64000,CERTIFIED,602
ALLY BANK,ANALYSTS,1,1,139880,140000,CERTIFIED,120
GENPACT LLC,COMPUTER OCCUPATION,1,1,65541,68000,CERTIFIED,2459
LEXISNEXIS USA,ENGINEERS,1,1,81806,82000,CERTIFIED,194
INFORMATION RESOURCES INC,SCIENTIST,1,1,71843,71843,CERTIFIED,0
DGN TECHNOLOGIES INC,COMPUTER OCCUPATION,1,1,77085,80000,CERTIFIED,2915
BROCADE COMMUNICATIONS SYSTEMS INC,ANALYSTS,1,1,142938,148200,CERTIFIED,5262
PLIVO INC,COMPUTER OCCUPATION,1,1,73299,120000,CERTIFIED,46701
RAPPORT IT SERVICES LLC,COMPUTER OCCUPATION,1,1,51293,65000,CERTIFIED,13707
BECKMAN COULTER INC,ANALYSTS,1,1,53206,76385.64,CERTIFIED,23179.64
HBK NEW YORK LLC,COMPUTER OCCUPATION,1,1,93870,100000,CERTIFIED,6130
DECIPHER SOFTWARE SOLUTIONS,COMPUTER OCCUPATION,1,1,88421,101920,CERTIFIED,13499
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,65645,86169,CERTIFIED,20524
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,74818,74818,CERTIFIED,0
PROMANTIS INC,COMPUTER OCCUPATION,1,1,65187,70000,CERTIFIED,4813
GIIP GLOBAL ADVISORY INC,COMPUTER OCCUPATION,1,1,55764.8,55764.8,CERTIFIED,0
INTEL CORPORATION,COMPUTER OCCUPATION,1,1,97032,97032,CERTIFIED,0
SPENSYS INC,ENGINEERS,1,1,49421,75000,CERTIFIED,25579
LINKWELL SOLUTIONS LLC,COMPUTER OCCUPATION,1,1,59821,75000,CERTIFIED,15179
ACCENTURE LLP,ANALYSTS,1,1,75275,89500,CERTIFIED,14225
UNIVERSITY OF MICHIGAN,MANAGERS,1,1,70005,70005,CERTIFIED,0
ETQ MANAGEMENT CONSULTANTS INC,COMPUTER OCCUPATION,1,1,54600,66521,CERTIFIED,11921
INFOSYS LIMITED,EDUCATION,1,1,76170,86497,CERTIFIED,10327
SAKSOFT INC,COMPUTER OCCUPATION,1,1,55910,60000,CERTIFIED,4090
HONEYWELL INTERNATIONAL INC,COMPUTER OCCUPATION,1,1,102731,105000,CERTIFIED,2269
SYSTEM BIOSCIENCES LLC,FINANCE,1,0,59363.2,59384,CERTIFIED,20.8
ERNST andAMP YOUNG US LLP,COMPUTER OCCUPATION,1,1,64730,85300,CERTIFIED,20570
INNOVATIVE INTELLIGENT SOLUTIONS LLC,COMPUTER OCCUPATION,1,1,80870,81000,CERTIFIED,130
DOTERRA INTERNATIONAL LLC,COMPUTER OCCUPATION,1,1,41870,70999.92,CERTIFIED,29129.92
NTT DATA INC,COMPUTER OCCUPATION,1,1,86424,86424,CERTIFIED,0
STREAMIT LLC,COMPUTER OCCUPATION,3,1,55349,70000,CERTIFIED,14651
DATASOFT INC,COMPUTER OCCUPATION,1,1,66830,80000,CERTIFIED,13170
CITIGROUP MANAGEMENT CORP,ANALYSTS,1,1,110219,135000,CERTIFIED,24781
INDUSTRIAL STAFFING SERVICES INC,COMPUTER OCCUPATION,1,1,69638.4,69638.4,CERTIFIED,0
TATA CONSULTANCY SERVICES LIMITED,ENGINEERS,1,1,63544,63544,CERTIFIED,0
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,74006,74006,CERTIFIED,0
HALLIBURTON ENERGY SERVICES INC,COMPUTER OCCUPATION,1,1,79019,100000,CERTIFIED,20981
SAPVIX INC,COMPUTER OCCUPATION,1,1,62234,65000,CERTIFIED,2766
SYNTEL CONSULTING INC,COMPUTER OCCUPATION,1,1,55661,61000,CERTIFIED,5339
COLUMBUS INTERNATIONAL CORPORATION,COMPUTER OCCUPATION,1,1,54392,60000,CERTIFIED,5608
DELVIOM LLC,COMPUTER OCCUPATION,1,1,89128,90000,CERTIFIED,872
CAPGEMINI AMERICA INC,ANALYSTS,1,1,68557,80900,CERTIFIED,12343
NASONVILLE DAIRY INC,COMPUTER OCCUPATION,1,1,40456,40456,CERTIFIED,0
DENKEN SOLUTIONS INC,COMPUTER OCCUPATION,1,1,64979.2,74880,CERTIFIED,9900.8
NORDSON ASYMTEK,FINANCE,1,1,78333,78333,CERTIFIED,0
SYNTEL CONSULTING INC,COMPUTER OCCUPATION,1,1,61506,69480,CERTIFIED,7974
RICONPHARMA LLC,ENGINEERS,1,1,78770,85000,CERTIFIED,6230
WUXI NEXTCODE GENOMICS USA INC,COMPUTER OCCUPATION,1,1,109450,109450,CERTIFIED,0
TIMESQUARE IT INC,COMPUTER OCCUPATION,1,1,76898,77500,CERTIFIED,602
PHANTOM EFX LLC,COMPUTER OCCUPATION,1,1,50357,60000,CERTIFIED,9643
SAPOT SYSTEMS INC,DOCTORS,1,1,63274,64000,CERTIFIED,726
IBM INDIA PRIVATE LIMITED,SCIENTIST,1,1,61318,63138,CERTIFIED,1820
ERP ANALYSTS INC,COMPUTER OCCUPATION,1,1,77917,80000,CERTIFIED,2083
IBM INDIA PRIVATE LIMITED,COMPUTER OCCUPATION,1,1,75795,80850,CERTIFIED,5055
RCC VENTURES LLC,COMPUTER OCCUPATION,1,0,65748.8,65748.8,CERTIFIED,0
MAHINDRA ENGINEERING SERVICES LTD,COMPUTER OCCUPATION,1,1,75774,75775,CERTIFIED,1
MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,COMPUTER OCCUPATION,6,1,95305.6,95305.6,CERTIFIED,0
SEVENTHWAVE INC,COMPUTER OCCUPATION,1,1,48568,60000,CERTIFIED,11432
KHOJ INFORMATION TECHNOLOGY INC,COMPUTER OCCUPATION,1,1,64813,95000,CERTIFIED,30187
KELLTON TECH INC,COMPUTER OCCUPATION,1,1,55910,70000,CERTIFIED,14090
IBS SOFTWARE SERVICES AMERICAS INC,COMPUTER OCCUPATION,1,1,58802,62000,CERTIFIED,3198
RUSH UNIVERSITY MEDICAL CENTER,MATHEMATICIANS AND STATISTICIANS,1,1,62868,66816,CERTIFIED,3948
CAPGEMINI AMERICA INC,ANALYSTS,1,1,75213,98200,CERTIFIED,22987
MYTHRI CONSULTING LLC,COMPUTER OCCUPATION,1,1,60798,65582,CERTIFIED,4784
T3C INC DBA RETAIL SOLUTIONS INC,ENGINEERS,1,1,107900,113850,CERTIFIED,5950
MOBILE ASPECTS INC,COMPUTER OCCUPATION,1,1,65208,78000,CERTIFIED,12792
TRIESTEN TECHNOLOGIES LLC,FINANCE,1,1,54787,80000,CERTIFIED,25213
INFOGAIN CORPORATION,COMPUTER OCCUPATION,1,1,63690,91680,CERTIFIED,27990
SVB FINANCIAL GROUP,ENGINEERS,1,1,114795,114795,CERTIFIED,0
AMERICAN UNIT INC,ANALYSTS,1,1,68827,68827,CERTIFIED,0
KPIT INFOSYSTEMS INC,COMPUTER OCCUPATION,1,1,74568,135000,CERTIFIED,60432
UNIVERSITY OF PHOENIX INC AN APOLLO EDUCATION GROUP INC COMPANY,IT MANAGERS,1,1,113589,126000,CERTIFIED,12411
EPROMPTUS INC,ARCHITECTURE,1,1,70304,70304,CERTIFIED,0
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,COMPUTER OCCUPATION,1,1,72946,110000,CERTIFIED,37054
COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COMPUTER OCCUPATION,5,1,109138,109138,CERTIFIED,0
SHERRYS TAX andAMP ACCOUNTING SERVICES LLC,CURATORS,1,1,43888,43888,CERTIFIED,0
PIORION SOLUTIONS INC,COMPUTER OCCUPATION,1,1,59322,60000,CERTIFIED,678
GRANDISON MANAGEMENT INC,COMPUTER OCCUPATION,10,1,56305.6,56305.6,CERTIFIED,0
TATA CONSULTANCY SERVICES LIMITED,EDUCATION,1,1,88858,88858,CERTIFIED,0
NATIONWIDE INSURANCE,COMPUTER OCCUPATION,1,1,63814,65000,CERTIFIED,1186
CONTINENTAL TIRE THE AMERICAS LLC,ANALYSTS,1,1,109678,113645,CERTIFIED,3967
DOUBLEVERIFY INC,COMPUTER OCCUPATION,1,1,53165,70000,CERTIFIED,16835
NEVADA POWER COMPANY DBA NV ENERGY,COMPUTER OCCUPATION,1,1,89752,89752,CERTIFIED,0
GALAX ESYSTEMS CORPORATION,COMPUTER OCCUPATION,1,1,85197,100000,CERTIFIED,14803
VDRIVEINFO INC,ACCOUNTANTS,1,1,58510,60000,CERTIFIED,1490
DATA WAREHOUSE LABS INC,ANALYSTS,1,1,59280,62000,CERTIFIED,2720
TEMPLE UNIVERSITY HEALTH SYSTEM,ENGINEERS,1,1,55667,57990.4,CERTIFIED,2323.4
TATA CONSULTANCY SERVICES LIMITED,ENGINEERS,1,1,61901,61901,CERTIFIED,0
AVENUE CODE LLC,ANALYSTS,10,1,127150,127150,CERTIFIED,0
DELPHI CORPORATION,COMPUTER OCCUPATION,1,1,75941,75941,CERTIFIED,0
BRIGHTCOVE INC,ANALYSTS,2,1,60258,75000,CERTIFIED,14742
STUDYBLUE INC,EDUCATION,1,1,127150,135000,CERTIFIED,7850
GOOGLE INC,COMPUTER OCCUPATION,1,1,102149,109000,CERTIFIED,6851
UNIVERSITY OF ROCHESTER,IT MANAGERS,1,1,27851,57034,CERTIFIED,29183
PETSMART INC,COMPUTER OCCUPATION,1,1,108514,115000,CERTIFIED,6486
XORIANT CORPORATION,MARKETING,1,1,90813,90813,CERTIFIED,0
ARMANINO LLP,ANALYSTS,1,1,74693,75000,CERTIFIED,307
RESPIRONICS INC,FINANCE,1,1,87818,97500,CERTIFIED,9682
SYNCHRONY BANK,MATHEMATICIANS AND STATISTICIANS,1,1,115918,132900,CERTIFIED,16982
SYNECHRON INC,CONSTRUCTION,1,1,79331,82000,CERTIFIED,2669
GRAIL INC,COMPUTER OCCUPATION,1,1,81661,81661,CERTIFIED,0
NAGARRO INC,COMPUTER OCCUPATION,5,1,58510,75000,CERTIFIED,16490
SAIBERSYS INC,DOCTORS,1,1,62754,64000,CERTIFIED,1246
BROADGATE INC,ANALYSTS,1,1,63773,63773,CERTIFIED,0
GVA INFOTECH INC,HUMAN RESOURCES,1,1,66518,70000,CERTIFIED,3482
TECHNOVISION SOLUTION LLC,FINANCE,1,1,54704,60000,CERTIFIED,5296
SOFTCORP INTERNATIONAL INC,ACCOUNTANTS,1,1,58510,60000,CERTIFIED,1490
VMWARE INC,IT MANAGERS,1,1,134701,146500,CERTIFIED,11799
SHIMENTO INC,EDUCATION,1,1,93912,95000,CERTIFIED,1088
CARECOM PHARMACY LLC,ANALYSTS,1,1,97884.8,104000,CERTIFIED,6115.2
LEWIS FISHER ARCHITECT INCORPORATED,COMPUTER OCCUPATION,1,1,36608,42000,CERTIFIED,5392
ORACLE AMERICA INC,COMPUTER OCCUPATION,10,1,82633,82633,CERTIFIED,0
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,57034,76202,CERTIFIED,19168
IBRAIN TECHNOLOGIES INC,COMPUTER OCCUPATION,1,1,62213,62213,CERTIFIED,0
VERITAS FINANCIAL,LAWYERS AND LEGAL SUPPORT WORKERS,1,1,51584,52000,CERTIFIED,416
PYRAMID LABORATORIES INC,COMPUTER OCCUPATION,1,1,52312,65720.4,CERTIFIED,13408.4
DIGILANT INC,COMPUTER OCCUPATION,1,1,41205,41205,CERTIFIED,0
NIIT TECHNOLOGIES LIMITED,COMPUTER OCCUPATION,1,1,67600,67600,CERTIFIED,0
INFINOVA CORPORATION,COMPUTER OCCUPATION,1,1,34965,37000,CERTIFIED,2035
ACCENTURE LLP,COMPUTER OCCUPATION,1,1,87818,87818,CERTIFIED,0
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,75941,79532,CERTIFIED,3591
DELOITTE CONSULTING LLP,COMPUTER OCCUPATION,15,1,94931,104000,CERTIFIED,9069
HCL AMERICA INC,COMPUTER OCCUPATION,20,1,82534,82534,CERTIFIED,0
ICLOUD TECHNOLOGIES CORP,COMPUTER OCCUPATION,1,1,47154,60000,CERTIFIED,12846
ALPHA CONSULTING CORPORATION,ANALYSTS,1,1,73944,135200,CERTIFIED,61256
NB DESIGN and CONSULTING CORP,COMPUTER OCCUPATION,1,0,33633.6,37440,CERTIFIED,3806.4
PEOPLE TECH GROUP INC,COMPUTER OCCUPATION,1,1,67642,70000,CERTIFIED,2358
REALSTER LLC,ANALYSTS,1,1,70221,99840,CERTIFIED,29619
MARVELL SEMICONDUCTOR INC,COMPUTER OCCUPATION,1,1,107677,108000,CERTIFIED,323
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,83678,85579,CERTIFIED,1901
ALLIED IT CONSULTANCY LLC,ANALYSTS,1,1,61797,65000,CERTIFIED,3203
DELOITTE CONSULTING LLP,COMPUTER OCCUPATION,15,1,65541,83000,CERTIFIED,17459
ZENSAR TECHNOLOGIES INC,MARKETING,5,1,95306,95306,CERTIFIED,0
OSAIR TECHNOLOGIES LLC,COMPUTER OCCUPATION,1,1,60944,100000,CERTIFIED,39056
FRANKLIN and MARSHALL COLLEGE,COMPUTER OCCUPATION,1,1,40150,68300,CERTIFIED,28150
3I INFOTECH INC,ANALYSTS,1,1,55910,60000,CERTIFIED,4090
ORBITTEK INC,EDUCATION,1,1,46301,70000,CERTIFIED,23699
AARKAY TECHNOLOGIES INC,ANALYSTS,1,1,69098,100000,CERTIFIED,30902
AIT GLOBAL INC,ANALYSTS,1,1,75795,85000,CERTIFIED,9205
PRICEWATERHOUSECOOPERS LLP,DESIGNERS,1,1,124987,143000,CERTIFIED,18013
LINKPRO TECHNOLOGIES INC,ENGINEERS,1,1,83221,83221,CERTIFIED,0
GOLDMAN SACHS and CO,COMPUTER OCCUPATION,1,1,108555,132000,CERTIFIED,23445
NTT DATA SERVICES LLC,COMPUTER OCCUPATION,1,1,87526,87526,CERTIFIED,0
ACADIA TECHNOLOGIES INC,ANALYSTS,1,1,76918,76918,CERTIFIED,0
PRICEWATERHOUSECOOPERS LLP,COMPUTER OCCUPATION,1,1,79976,98000,CERTIFIED,18024
FACTSET RESEARCH SYSTEMS INC,COMPUTER OCCUPATION,1,1,70221,90000,CERTIFIED,19779
SVV INFOTECH INC,ENGINEERS,1,1,60923,70000,CERTIFIED,9077
INTELETECH GLOBAL,COMPUTER OCCUPATION,1,1,47299,48000,CERTIFIED,701
UNICON PHARMA INC,COMPUTER OCCUPATION,1,1,74505.6,83200,CERTIFIED,8694.4
AMAZON CORPORATE LLC,COMPUTER OCCUPATION,1,1,104894,138800,CERTIFIED,33906
HCL AMERICA INC,COMPUTER OCCUPATION,1,1,62670,62670,CERTIFIED,0
FUJITSU AMERICA INC,COMPUTER OCCUPATION,1,1,86819,86819,CERTIFIED,0
GLOBAL PHARMATEK LLC,COMPUTER OCCUPATION,1,1,50939,60000,CERTIFIED,9061
MOODYS ANALYTICS INC,COMPUTER OCCUPATION,1,1,105144,115000,CERTIFIED,9856
CAPGEMINI AMERICA INC,COMPUTER OCCUPATION,2,1,65021,65021,CERTIFIED,0
SOLUTION IT,WRITERS EDITORS AND AUTHORS,1,1,73715,85000,CERTIFIED,11285
GEORGIA IT INC,COMPUTER OCCUPATION,1,1,67288,67288,CERTIFIED,0
SOCIETE GENERALE,COMPUTER OCCUPATION,1,1,65749,95000,CERTIFIED,29251
GRUZEN SAMTON IBI GROUP,COMPUTER OCCUPATION,1,1,38896,51450,CERTIFIED,12554
IBM INDIA PRIVATE LIMITED,DOCTORS,1,1,63024,63024,CERTIFIED,0
BANK OF AMERICA NA,ANALYSTS,1,1,94245,112361,CERTIFIED,18116
IBM INDIA PRIVATE LIMITED,COMPUTER OCCUPATION,1,1,84053,84053,CERTIFIED,0
GOOGLE INC,COMPUTER OCCUPATION,1,1,96013,130000,CERTIFIED,33987
JPMORGAN CHASE and CO,COMPUTER OCCUPATION,1,1,55744,115000,CERTIFIED,59256
IT AMERICA INC,COMPUTER OCCUPATION,1,1,63315,65000,CERTIFIED,1685
INDUS INC,COMPUTER OCCUPATION,1,1,68266,72000,CERTIFIED,3734
CEREBRAL TECHNOLOGIES INC,COMPUTER OCCUPATION,1,1,66186,72000,CERTIFIED,5814
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,73840,73840,CERTIFIED,0
APPLIED BIOSYSTEMS LLC,FINANCE,1,1,64584,64584,CERTIFIED,0
VEDICSOFT SOLUTIONS LLC,MARKETING,1,1,68328,70221,CERTIFIED,1893
NTT DATA INC,COMPUTER OCCUPATION,1,1,58885,58885,CERTIFIED,0
FACEBOOK INC,COMPUTER OCCUPATION,1,1,111642,128000,CERTIFIED,16358
ACCENTURE LLP,ANALYSTS,1,1,74651,74651,CERTIFIED,0
LOGIC PLANET CS INC,COMPUTER OCCUPATION,1,1,63274,70000,CERTIFIED,6726
WESTERN MICHIGAN UNIVERSITY,LAWYERS AND LEGAL SUPPORT WORKERS,1,1,44400,69326,CERTIFIED,24926
SUNTISFY INC,ENGINEERS,1,0,74796.8,74880,CERTIFIED,83.2
TAVANT TECHNOLOGIES INC,COMPUTER OCCUPATION,10,1,74443,75000,CERTIFIED,557
ZS ASSOCIATES INC,EDUCATION,1,1,85696,107500,CERTIFIED,21804
DELOITTE CONSULTING LLP,COMPUTER OCCUPATION,15,1,59030,62000,CERTIFIED,2970
WELLS FARGO BANK NA,HEALTHCARE,1,1,110635,110635,CERTIFIED,0
CAPGEMINI AMERICA INC,ANALYSTS,2,1,68037,68037,CERTIFIED,0
VMWARE INC,IT MANAGERS,1,1,76898,98400,CERTIFIED,21502
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,72197,72197,CERTIFIED,0
HIH INC,COMPUTER OCCUPATION,1,1,69763,90000,CERTIFIED,20237
GGK TECHNOLOGIES INC,COMPUTER OCCUPATION,1,1,56285,80000,CERTIFIED,23715
THE FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,FINANCE,1,1,52249.6,62233.6,CERTIFIED,9984
GALAXESOLUTIONS INC,COMPUTER OCCUPATION,1,1,94224,95805,CERTIFIED,1581
THE CATHOLIC UNIVERSITY OF AMERICA,ENGINEERS,1,1,42224,49440,CERTIFIED,7216
LARSEN and TOUBRO INFOTECH LIMITED,COMPUTER OCCUPATION,1,1,71781,95124,CERTIFIED,23343
SYNTEL CONSULTING INC,ENGINEERS,1,1,62587,62899,CERTIFIED,312
HCL AMERICA INC,COMPUTER OCCUPATION,1,1,105414,105414,CERTIFIED,0
TATA CONSULTANCY SERVICES LIMITED,ENGINEERS,1,1,61922,61922,CERTIFIED,0
TECH MAHINDRA AMERICASINC,FINANCE,1,1,67892,67892,CERTIFIED,0
TATA CONSULTANCY SERVICES LIMITED,ENGINEERS,1,1,52166,60700,CERTIFIED,8534
SYNTEL INC,IT MANAGERS,1,1,99590,99590,CERTIFIED,0
BILL ME LATER,ANALYSTS,1,1,86507,90000,CERTIFIED,3493
SCHNEIDER ELECTRIC USA INC,EDUCATION,1,1,89149,89149,CERTIFIED,0
FAITH GROUP COMPANY,COMPUTER OCCUPATION,1,1,42286,50000,CERTIFIED,7714
UNICON PHARMA INC,IT MANAGERS,1,1,57824,60000,CERTIFIED,2176
TECH MAHINDRA AMERICAS INC,ENGINEERS,1,1,73091,95306,CERTIFIED,22215
EDXOPEN INC,COMPUTER OCCUPATION,1,0,72363.2,72363.2,CERTIFIED,0
HADIAMONDSTAR SOFTWARE SOLUTIONS LLC,COMPUTER OCCUPATION,1,1,52229,66518,CERTIFIED,14289
COMPUNNEL SOFTWARE GROUP INC,ANALYSTS,1,1,49650,65000,CERTIFIED,15350
ITECH ANALYST CORP,COMPUTER OCCUPATION,1,1,88026,88100,CERTIFIED,74
ASPEN TECHNOLOGY INC,ANALYSTS,1,1,74568,79541,CERTIFIED,4973
MAYO CLINIC,COMPUTER OCCUPATION,1,1,40477,52140,CERTIFIED,11663
SOFTWARE SOLUTIONS GROUP INC,MARKETING,1,1,63315,64000,CERTIFIED,685
CHAGS HEALTH INFORMATION TECHNOLOGY LLC,ANALYSTS,1,1,68723,73500,CERTIFIED,4777
DELL PRODUCTS LP,COMPUTER OCCUPATION,1,1,63837,65000,CERTIFIED,1163
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,69472,76239,CERTIFIED,6767
ACCENTURE LLP,ANALYSTS,1,1,69056,69056,CERTIFIED,0
BRIGHAM AND WOMENS PHYSICIANS ORGANIZATION INC,COMPUTER OCCUPATION,1,1,97053,97053,CERTIFIED,0
VERIZON CORPORATE RESOURCES GROUP,ENGINEERS,1,1,111488,144000,CERTIFIED,32512
AVENUE CODE LLC,ANALYSTS,1,1,136573,136573,CERTIFIED,0
TCR2 THERAPEUTICS INC,COMPUTER OCCUPATION,1,1,39395,63000,CERTIFIED,23605
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,102731,102731,CERTIFIED,0
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,109283,112143,CERTIFIED,2860
MIDDLETOWN MEDICAL PC,COMPUTER OCCUPATION,1,1,107016,107016,CERTIFIED,0
SYNTEL CONSULTING INC,ENGINEERS,1,1,61402,63000,CERTIFIED,1598
INFOSYS LIMITED,FITNESS TRAINERS,1,1,47154,64938,CERTIFIED,17784
DELL USA LP,ANALYSTS,1,1,91395,95000,CERTIFIED,3605
GOLD COAST IT SOLUTIONS LLC,COMPUTER OCCUPATION,1,1,59779,74922,CERTIFIED,15143
SPIRIT PHARMACEUTICALS LLC,COMPUTER OCCUPATION,1,1,75234,75500,CERTIFIED,266
DELOITTE CONSULTING LLP,ANALYSTS,15,1,84864,84864,CERTIFIED,0
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,83013,83013,CERTIFIED,0
MELALEUCA INC,COMPUTER OCCUPATION,1,1,61963,65000,CERTIFIED,3037
CAPGEMINI AMERICA INC,ANALYSTS,1,1,75650,75700,CERTIFIED,50
VILLERA RESEARCH LLC,ARCHITECTURE,1,0,87214.4,87360,CERTIFIED,145.6
GOOGLE INC,COMPUTER OCCUPATION,1,1,74859,140000,CERTIFIED,65141
ACCURATE GROUP INC,SCIENTIST,1,1,61318.4,61318.4,CERTIFIED,0
OBERTHUR TECHNOLOGIES OF AMERICA CORP,COMPUTER OCCUPATION,1,1,94557,95000,CERTIFIED,443
MYTAXFILER BAYAREA LLC,COMPUTER OCCUPATION,1,1,53851,53851,CERTIFIED,0
GOLDMAN SACHS and CO,COMPUTER OCCUPATION,100,1,45781,46000,CERTIFIED,219
STATE STREET BANK AND TRUST COMPANY,DOCTORS,1,1,111488,112000,CERTIFIED,512
RM TECHNOTREE INC,DESIGNERS,1,1,89669,89669,CERTIFIED,0
SQUARE INC,COMPUTER OCCUPATION,1,1,62899,62899,CERTIFIED,0
RJT COMPUQUEST INC,COMPUTER OCCUPATION,1,1,83013,84000,CERTIFIED,987
PIORION SOLUTIONS INC,COMPUTER OCCUPATION,1,1,59322,60000,CERTIFIED,678
GENERAL ELECTRIC COMPANY,COMPUTER OCCUPATION,1,1,86424,115000,CERTIFIED,28576
THERAPY CARE LTD,FINANCE,1,1,50294.4,52000,CERTIFIED,1705.6
SKYBRIDGE GLOBAL INC,ENGINEERS,1,1,70034,70100,CERTIFIED,66
CAPGEMINI AMERICA INC,COMPUTER OCCUPATION,3,1,75795,75800,CERTIFIED,5
ENTERPRISE QA LABS INC,COMPUTER OCCUPATION,1,1,80995,82000,CERTIFIED,1005
AVVENTIS TECH INC,COMPUTER OCCUPATION,1,1,64813,65000,CERTIFIED,187
UNIVERSITY OF FLORIDA,HUMAN RESOURCES,1,1,40352,40352,CERTIFIED,0
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,78832,78832,CERTIFIED,0
HERMES MICROVISION INC,COMPUTER OCCUPATION,1,1,94619,94619,CERTIFIED,0
GOHOPSCOTCH INC,COMPUTER OCCUPATION,1,1,61610,80000,CERTIFIED,18390
PYRAMID TECHNOLOGY SOLUTIONS INC,COMPUTER OCCUPATION,1,1,68328,68328,CERTIFIED,0
ELECTRIC POWER RESEARCH INSTITUTE INC,COMPUTER OCCUPATION,1,1,70013,70013,CERTIFIED,0
INVOLGIXS INC,COMPUTER OCCUPATION,1,1,70678,83200,CERTIFIED,12522
CAPGEMINI AMERICA INC,COMPUTER OCCUPATION,3,1,79498,79500,CERTIFIED,2
ANAGH TECHNOLOGIES INC,ANALYSTS,1,1,70221,74000,CERTIFIED,3779
AMAZON CORPORATE LLC,ANALYSTS,1,1,46072,72000,CERTIFIED,25928
GENUINEIT LLC,COMPUTER OCCUPATION,1,1,55557,60000,CERTIFIED,4443
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,59779,64191,CERTIFIED,4412
SG AMERICAS SECURITIES LLC,ECONOMISTS,1,1,75795,100000,CERTIFIED,24205
HCL AMERICA INC,COMPUTER OCCUPATION,20,1,45677,60000,CERTIFIED,14323
HCL AMERICA INC,COMPUTER OCCUPATION,1,1,106475,106475,CERTIFIED,0
INFOSYS LIMITED,COMPUTER OCCUPATION,1,1,78728,103972,CERTIFIED,25244
PROLIM CONSULTING INC,COMPUTER OCCUPATION,2,1,61963,75000,CERTIFIED,13037
TECH MAHINDRA AMERICASINC,ENGINEERS,1,1,69764,69764,CERTIFIED,0
I3INFOTEK INC,COMPUTER OCCUPATION,1,1,67288,68000,CERTIFIED,712
COLLABERA INC,ARCHITECTURE,1,1,70220.8,75920,CERTIFIED,5699.2
KYLIN MANAGEMENT LLC,COMPUTER OCCUPATION,1,1,124592,125000,CERTIFIED,408
MINDSYS INC,ANALYSTS,1,1,76835,78000,CERTIFIED,1165
BENECIAS LLC,ANALYSTS,1,1,68702,70000,CERTIFIED,1298
SKY EDGE GROUP LLC,EDUCATION,1,1,34861,41000,CERTIFIED,6139
NGA GROUP INC,EDUCATION,1,1,70221,71000,CERTIFIED,779
EXPEDIA INC,ANALYSTS,50,1,63669,63669,CERTIFIED,0
SILVERXIS INC,COMPUTER OCCUPATION,1,1,66414,68000,CERTIFIED,1586
JALARAM PRODUCE INC,COMPUTER OCCUPATION,1,0,57948.8,57948.8,CERTIFIED,0
